hotel,lead_time,arrival_date_week_number,arrival_date_day_of_month,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,has_children,is_domestic,arrival_date_month_April,arrival_date_month_August,arrival_date_month_December,arrival_date_month_February,arrival_date_month_January,arrival_date_month_July,arrival_date_month_June,arrival_date_month_March,arrival_date_month_May,arrival_date_month_November,arrival_date_month_October,arrival_date_month_September,meal_BB,meal_HB,meal_Other,meal_SC,market_segment_Direct,market_segment_Offline_TA_TO,market_segment_Online_TA,market_segment_Other,distribution_channel_Direct,distribution_channel_Other,distribution_channel_TA_TO,reserved_room_type_A,reserved_room_type_D,reserved_room_type_E,reserved_room_type_Other,customer_type_Other,customer_type_Transient,customer_type_Transient_Party,is_canceled
0.0,0.011128775834658187,0.5576923076923077,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.018333333333333333,0.0,0.2,0.017857142857142856,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.11538461538461539,0.23333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.003179650238473768,0.6923076923076923,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.020818518518518517,0.0,0.2,0.017857142857142856,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.06041335453100159,0.7307692307692307,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.2,0.05357142857142857,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.14626391096979333,0.8269230769230769,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.013703703703703704,0.0,0.4,0.07142857142857142,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0985691573926868,0.5769230769230769,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.028148148148148148,0.0,0.0,0.08928571428571429,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.034976152623211444,0.6538461538461539,0.9666666666666667,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.011444444444444445,0.0,0.0,0.05357142857142857,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.07790143084260731,0.5192307692307693,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.02901296296296296,0.0,0.2,0.05357142857142857,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.17329093799682035,0.40384615384615385,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.008727777777777779,0.0,0.2,0.125,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.08108108108108109,0.057692307692307696,0.8,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.005481481481481482,0.0,0.0,0.03571428571428571,0.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.17170111287758347,0.6538461538461539,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0014814814814814814,0.0,0.4,0.125,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.23052464228934816,0.6346153846153846,0.4666666666666667,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.019688888888888888,0.0,0.0,0.05357142857142857,0.04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.03179650238473768,0.5576923076923077,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06722222222222222,0.0,0.0,0.08928571428571429,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,0.45310015898251194,0.5769230769230769,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.033166666666666664,0.0,0.2,0.125,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.5384615384615384,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03277777777777778,0.0,0.0,0.017857142857142856,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0890302066772655,0.9423076923076923,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.017333333333333333,0.0,0.0,0.05357142857142857,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.001589825119236884,0.6538461538461539,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03777777777777778,0.0,0.4,0.017857142857142856,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.04451510333863275,0.6538461538461539,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.019407407407407408,0.3333333333333333,0.0,0.08928571428571429,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.10333863275039745,0.019230769230769232,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.012037037037037037,0.0,0.0,0.03571428571428571,0.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.001589825119236884,0.5192307692307693,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.022648148148148146,0.0,0.2,0.07142857142857142,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.6346153846153846,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.025555555555555557,0.0,0.0,0.017857142857142856,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.009538950715421303,0.9615384615384616,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.007612962962962963,0.3333333333333333,0.2,0.017857142857142856,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.017488076311605722,0.6923076923076923,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.014972222222222222,0.0,0.2,0.05357142857142857,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.2957074721780604,0.3076923076923077,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.024166666666666666,0.0,0.2,0.05357142857142857,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.011128775834658187,0.057692307692307696,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.014753703703703705,0.0,0.2,0.05357142857142857,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.5961538461538461,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03185185185185185,0.0,0.0,0.017857142857142856,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.00794912559618442,0.4807692307692308,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.03518518518518519,0.0,0.2,0.017857142857142856,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.034976152623211444,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.013851851851851851,0.0,0.2,0.07142857142857142,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.019077901430842606,0.7692307692307693,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01138888888888889,0.0,0.2,0.03571428571428571,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.05405405405405406,0.5384615384615384,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.02225925925925926,0.0,0.2,0.03571428571428571,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.07631160572337042,0.8846153846153846,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.03571428571428571,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.058823529411764705,0.8076923076923077,0.5666666666666667,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0175,0.0,0.2,0.08928571428571429,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.011128775834658187,0.36538461538461536,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.05357142857142857,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,0.01589825119236884,0.5576923076923077,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03259259259259259,0.0,0.4,0.03571428571428571,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.08744038155802862,0.6730769230769231,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.022037037037037036,0.0,0.2,0.08928571428571429,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.006359300476947536,0.21153846153846154,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.07142857142857142,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.44038155802861684,0.8076923076923077,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.015216666666666667,0.0,0.4,0.10714285714285714,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.3990461049284579,0.6153846153846154,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03629259259259259,0.0,0.2,0.16071428571428573,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0,0.0492845786963434,0.3076923076923077,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.017592592592592594,0.0,0.0,0.10714285714285714,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.014308426073131956,0.38461538461538464,0.4666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.014074074074074074,0.3333333333333333,0.0,0.017857142857142856,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.2559618441971383,0.46153846153846156,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00887037037037037,0.0,0.0,0.125,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.2273449920508744,0.7307692307692307,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.4,0.08928571428571429,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.0890302066772655,0.3076923076923077,0.6,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.02185185185185185,0.0,0.0,0.16071428571428573,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,0.2575516693163752,0.23076923076923078,0.7666666666666667,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.021,0.0,0.0,0.05357142857142857,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.18124006359300476,0.6153846153846154,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.021296296296296296,0.0,0.0,0.125,0.02,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.10651828298887123,0.6923076923076923,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.01688888888888889,0.0,0.2,0.05357142857142857,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.3036565977742448,0.8461538461538461,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.125,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.06359300476947535,0.7884615384615384,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.030353703703703702,0.3333333333333333,0.0,0.017857142857142856,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.16057233704292528,0.1346153846153846,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.012490740740740741,0.0,0.0,0.07142857142857142,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.028616852146263912,0.8269230769230769,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.01425925925925926,0.0,0.2,0.03571428571428571,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.246422893481717,0.4423076923076923,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.03384259259259259,0.0,0.0,0.07142857142857142,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
